id,sentence1,sentence2,label,sentence1_clean,sentence2_clean
59440,"Jacinta Parejo was married to Crespo , who served as First Lady of Venezuela from 1884 -- 1886 , and 1892 -- 1898 .","Crespo was married to Jacinta Parejo , who served as First Lady of Venezuela from 1884 -- 1886 and from 1892 -- 1898 .",0,jacinta parejo married crespo served first lady venezuela 1884 1886 1892 1898,crespo married jacinta parejo served first lady venezuela 1884 1886 1892 1898
525054,"Although usually connected with inland forest , they can occasionally be found on subcoastal mountain slopes .","Although usually associated with subcoastal forest , they can be found on inland mountain slopes occasionally .",0,although usually connected inland forest occasionally found subcoastal mountain slope,although usually associated subcoastal forest found inland mountain slope occasionally
175718,"Historically , low turnout has always favored conservatives in Iranian elections , while high turnout favors reformers .","Historically , a high turnout in Iranian elections has always favored conservatives , while low turnout favors reformers .",0,historically low turnout always favored conservative iranian election high turnout favor reformer,historically high turnout iranian election always favored conservative low turnout favor reformer
206271,"In 1941 his father told him about Konrad Zuse 's work on computing machines , and Carl Adam started to build his own analog computer .",Processes . In 1941 his father told him about Carl Adam 's work on computing machines and Konrad Zuse started building his own analog computer .,0,1941 father told konrad zuse work computing machine carl adam started build analog computer,process 1941 father told carl adam work computing machine konrad zuse started building analog computer
602148,SR = the ratio of the number of Masters Series singles tournaments won to the number of those tournaments played,SR = the ratio of the number of won Masters Series to the number of tournaments played,1,sr ratio number master series single tournament number tournament played,sr ratio number master series number tournament played
150965,He was also a European correspondent for the South American news magazines `` Progress `` .,He also was European correspondent for the South American news magazines `` Progress `` .,1,also european correspondent south american news magazine progress,also european correspondent south american news magazine progress
160836,The flower petal - tube is violet or purple on the outside and white with bands of reddish - brown inside the tube .,The petal tube is reddish or violet on the outside and white with bands of purple-brown inside the tube .,0,flower petal tube violet purple outside white band reddish brown inside tube,petal tube reddish violet outside white band purplebrown inside tube
323330,"The Raglan County Councils and Waikato , Waipa , and the Ngaruawahia Town Board agreed to share the cost in 1914 .","The Ngaruawahia Town Board and Waikato , Waipa , and Raglan County Councils agreed to share the cost in 1914 .",0,raglan county council waikato waipa ngaruawahia town board agreed share cost 1914,ngaruawahia town board waikato waipa raglan county council agreed share cost 1914
210549,"Over the years , important texts on Australian flora have been either published by members , or funded by SGAP , including :","Over the years , important texts on Australian flora have been funded by either members or published by SGAP , including :",0,year important text australian flora either published member funded sgap including,year important text australian flora funded either member published sgap including
603283,"Mariano Necochea ( born September 7 , 1790 in Buenos Aires ; died in Miraflores near Lima in 1849 ) was an Argentinean - Peruvian soldier .","Mariano Necochea ( born in Buenos Aires , 7 September 1790 ; died in Miraflores , near Lima , in 1849 ) was an Argentine-Peruvian soldier .",1,mariano necochea born september 7 1790 buenos aire died miraflores near lima 1849 argentinean peruvian soldier,mariano necochea born buenos aire 7 september 1790 died miraflores near lima 1849 argentineperuvian soldier
320234,"Abraham Lincoln is a bronze statue of Randolph Rogers , located in Fairmount Park , Kelly Drive at Sedgely Drive , Philadelphia .","Abraham Lincoln is a bronze statue by Randolph Rogers . It is located in Fairmount Park , Kelly Drive at Sedgely Drive , Philadelphia .",1,abraham lincoln bronze statue randolph rogers located fairmount park kelly drive sedgely drive philadelphia,abraham lincoln bronze statue randolph rogers located fairmount park kelly drive sedgely drive philadelphia
219366,"Ogdoconta fergusoni is a moth in the Noctuidae family . It is found in Florida , southern Mississippi and southern Louisiana .","Ogdoconta fergusoni is a moth in the Noctuidae family . It is found in Louisiana , in southern Mississippi and in southern Florida .",0,ogdoconta fergusoni moth noctuidae family found florida southern mississippi southern louisiana,ogdoconta fergusoni moth noctuidae family found louisiana southern mississippi southern florida
368082,"In the park there is memorial to Evan James and his son James James who wrote Hen Wlad Fy Nhadau , the Welsh National Anthem .","In the park , there is a monument to James James and his son , Evan James , who wrote Hen Wlad Fy Nhadau , the Welsh national anthem .",0,park memorial evan james son james james wrote hen wlad fy nhadau welsh national anthem,park monument james james son evan james wrote hen wlad fy nhadau welsh national anthem
237242,"Tim Tim 's parents are forced to go into witness protection , but they believe that Tintin deserves better and ask Bruce to take care of him .","Tim 's parents are forced to go into witness protection , but they believe Bruce deserves better and ask Tim to take care of him for them .",0,tim tim parent forced go witness protection believe tintin deserves better ask bruce take care,tim parent forced go witness protection believe bruce deserves better ask tim take care
417028,"The work has also included the installation of dead regenerators , made using palisades of natural plant material .",The work also included the installation of natural regenerators made from dead plant material using palisades .,0,work also included installation dead regenerators made using palisade natural plant material,work also included installation natural regenerators made dead plant material using palisade
645142,"He was a member of Chicago Stags , the Philadelphia Warriors , the Boston Celtics , the Providence Steamrollers , the Washington Capitols and the Baltimore Bullets .","He was a member of the Chicago Stags , the Philadelphia Warriors , the Boston Celtics , the Providence Steamrollers , the Washington Capitols , and the Baltimore Bullets .",1,member chicago stag philadelphia warrior boston celtic providence steamroller washington capitol baltimore bullet,member chicago stag philadelphia warrior boston celtic providence steamroller washington capitol baltimore bullet
